"","id","occasion","choice"
"1",1,"X1","2"
"2",2,"X1","2"
"3",3,"X1","0"
"4",4,"X1","0"
"5",5,"X1","0"
"6",6,"X1","0"
"7",7,"X1","0"
"8",8,"X1","2"
"9",9,"X1","1"
"10",10,"X1","2"
"11",11,"X1","2"
"12",12,"X1","0"
"13",13,"X1","0"
"14",14,"X1","0"
"15",15,"X1","2"
"16",16,"X1","1"
"17",17,"X1","1"
"18",18,"X1","2"
"19",19,"X1","1"
"20",20,"X1","1"
"21",21,"X1","0"
"22",22,"X1","0"
"23",23,"X1","0"
"24",24,"X1","0"
"25",25,"X1","2"
"26",26,"X1","2"
"27",27,"X1","2"
"28",28,"X1","0"
"29",29,"X1","2"
"30",30,"X1","1"
"31",31,"X1","2"
"32",32,"X1","2"
"33",33,"X1","2"
"34",34,"X1","1"
"35",35,"X1","2"
"36",36,"X1","2"
"37",37,"X1","0"
"38",38,"X1","1"
"39",39,"X1","2"
"40",40,"X1","2"
"41",41,"X1","0"
"42",42,"X1","0"
"43",43,"X1","2"
"44",44,"X1","2"
"45",45,"X1","2"
"46",46,"X1","0"
"47",47,"X1","1"
"48",48,"X1","1"
"49",49,"X1","0"
"50",50,"X1","2"
"51",51,"X1","2"
"52",52,"X1","0"
"53",53,"X1","1"
"54",54,"X1","2"
"55",55,"X1","0"
"56",56,"X1","2"
"57",57,"X1","0"
"58",58,"X1","1"
"59",59,"X1","0"
"60",60,"X1","2"
"61",61,"X1","1"
"62",62,"X1","2"
"63",63,"X1","2"
"64",64,"X1","1"
"65",65,"X1","0"
"66",66,"X1","1"
"67",67,"X1","1"
"68",68,"X1","2"
"69",69,"X1","0"
"70",70,"X1","1"
"71",71,"X1","2"
"72",72,"X1","2"
"73",73,"X1","0"
"74",74,"X1","2"
"75",75,"X1","0"
"76",76,"X1","1"
"77",77,"X1","2"
"78",78,"X1","2"
"79",79,"X1","0"
"80",80,"X1","0"
"81",81,"X1","0"
"82",82,"X1","1"
"83",83,"X1","1"
"84",84,"X1","0"
"85",85,"X1","0"
"86",86,"X1","0"
"87",87,"X1","2"
"88",88,"X1","2"
"89",89,"X1","2"
"90",90,"X1","0"
"91",91,"X1","0"
"92",92,"X1","2"
"93",93,"X1","2"
"94",94,"X1","2"
"95",95,"X1","2"
"96",96,"X1","0"
"97",97,"X1","2"
"98",98,"X1","2"
"99",99,"X1","2"
"100",100,"X1","1"
"101",101,"X1","2"
"102",102,"X1","1"
"103",103,"X1","2"
"104",104,"X1","0"
"105",105,"X1","2"
"106",106,"X1","1"
"107",107,"X1","1"
"108",108,"X1","0"
"109",109,"X1","1"
"110",110,"X1","0"
"111",111,"X1","1"
"112",112,"X1","2"
"113",113,"X1","0"
"114",114,"X1","2"
"115",115,"X1","2"
"116",116,"X1","2"
"117",117,"X1","2"
"118",118,"X1","0"
"119",119,"X1","0"
"120",120,"X1","2"
"121",121,"X1","1"
"122",122,"X1","1"
"123",123,"X1","0"
"124",124,"X1","0"
"125",125,"X1","0"
"126",126,"X1","0"
"127",127,"X1","0"
"128",128,"X1","0"
"129",129,"X1","0"
"130",130,"X1","2"
"131",131,"X1","0"
"132",132,"X1","2"
"133",133,"X1","2"
"134",134,"X1","0"
"135",135,"X1","2"
"136",136,"X1","0"
"137",137,"X1","2"
"138",138,"X1","0"
"139",139,"X1","2"
"140",140,"X1","2"
"141",141,"X1","1"
"142",142,"X1","0"
"143",143,"X1","0"
"144",144,"X1","1"
"145",145,"X1","2"
"146",146,"X1","0"
"147",147,"X1","0"
"148",148,"X1","2"
"149",149,"X1","0"
"150",150,"X1","2"
"151",151,"X1","2"
"152",152,"X1","2"
"153",153,"X1","1"
"154",154,"X1","0"
"155",155,"X1","0"
"156",156,"X1","0"
"157",157,"X1","0"
"158",158,"X1","0"
"159",159,"X1","2"
"160",160,"X1","0"
"161",161,"X1","2"
"162",162,"X1","0"
"163",163,"X1","0"
"164",164,"X1","0"
"165",165,"X1","1"
"166",166,"X1","2"
"167",167,"X1","2"
"168",168,"X1","1"
"169",169,"X1","0"
"170",170,"X1","0"
"171",171,"X1","1"
"172",172,"X1","0"
"173",173,"X1","0"
"174",174,"X1","0"
"175",175,"X1","0"
"176",176,"X1","0"
"177",177,"X1","1"
"178",178,"X1","0"
"179",179,"X1","0"
"180",180,"X1","1"
"181",181,"X1","0"
"182",182,"X1","1"
"183",183,"X1","0"
"184",184,"X1","1"
"185",185,"X1","2"
"186",186,"X1","0"
"187",187,"X1","2"
"188",188,"X1","2"
"189",189,"X1","0"
"190",190,"X1","2"
"191",191,"X1","0"
"192",192,"X1","0"
"193",193,"X1","2"
"194",194,"X1","2"
"195",195,"X1","2"
"196",196,"X1","0"
"197",197,"X1","2"
"198",198,"X1","0"
"199",199,"X1","0"
"200",200,"X1","2"
"201",201,"X1","1"
"202",202,"X1","1"
"203",203,"X1","1"
"204",204,"X1","0"
"205",205,"X1","0"
"206",206,"X1","2"
"207",207,"X1","2"
"208",208,"X1","2"
"209",209,"X1","2"
"210",210,"X1","1"
"211",211,"X1","0"
"212",212,"X1","2"
"213",213,"X1","1"
"214",214,"X1","2"
"215",215,"X1","2"
"216",216,"X1","2"
"217",217,"X1","1"
"218",218,"X1","0"
"219",219,"X1","0"
"220",220,"X1","0"
"221",221,"X1","1"
"222",222,"X1","1"
"223",1,"X3","2"
"224",2,"X3","2"
"225",3,"X3","0"
"226",4,"X3","0"
"227",5,"X3","0"
"228",6,"X3","0"
"229",7,"X3","0"
"230",8,"X3","2"
"231",9,"X3","2"
"232",10,"X3","2"
"233",11,"X3","2"
"234",12,"X3","0"
"235",13,"X3","0"
"236",14,"X3","0"
"237",15,"X3","2"
"238",16,"X3","0"
"239",17,"X3","1"
"240",18,"X3","2"
"241",19,"X3","0"
"242",20,"X3","2"
"243",21,"X3","0"
"244",22,"X3","2"
"245",23,"X3","0"
"246",24,"X3","0"
"247",25,"X3","2"
"248",26,"X3","2"
"249",27,"X3","2"
"250",28,"X3","0"
"251",29,"X3","2"
"252",30,"X3","2"
"253",31,"X3","2"
"254",32,"X3","2"
"255",33,"X3","1"
"256",34,"X3","2"
"257",35,"X3","2"
"258",36,"X3","2"
"259",37,"X3","0"
"260",38,"X3","1"
"261",39,"X3","2"
"262",40,"X3","2"
"263",41,"X3","0"
"264",42,"X3","0"
"265",43,"X3","2"
"266",44,"X3","2"
"267",45,"X3","2"
"268",46,"X3","0"
"269",47,"X3","1"
"270",48,"X3","2"
"271",49,"X3","0"
"272",50,"X3","2"
"273",51,"X3","2"
"274",52,"X3","0"
"275",53,"X3","2"
"276",54,"X3","2"
"277",55,"X3","2"
"278",56,"X3","2"
"279",57,"X3","0"
"280",58,"X3","1"
"281",59,"X3","0"
"282",60,"X3","2"
"283",61,"X3","2"
"284",62,"X3","2"
"285",63,"X3","2"
"286",64,"X3","2"
"287",65,"X3","2"
"288",66,"X3","2"
"289",67,"X3","1"
"290",68,"X3","2"
"291",69,"X3","0"
"292",70,"X3","1"
"293",71,"X3","2"
"294",72,"X3","2"
"295",73,"X3","0"
"296",74,"X3","2"
"297",75,"X3","0"
"298",76,"X3","1"
"299",77,"X3","2"
"300",78,"X3","2"
"301",79,"X3","0"
"302",80,"X3","0"
"303",81,"X3","2"
"304",82,"X3","2"
"305",83,"X3","2"
"306",84,"X3","0"
"307",85,"X3","0"
"308",86,"X3","0"
"309",87,"X3","2"
"310",88,"X3","2"
"311",89,"X3","2"
"312",90,"X3","0"
"313",91,"X3","0"
"314",92,"X3","2"
"315",93,"X3","2"
"316",94,"X3","2"
"317",95,"X3","2"
"318",96,"X3","0"
"319",97,"X3","2"
"320",98,"X3","2"
"321",99,"X3","2"
"322",100,"X3","2"
"323",101,"X3","2"
"324",102,"X3","2"
"325",103,"X3","2"
"326",104,"X3","0"
"327",105,"X3","2"
"328",106,"X3","2"
"329",107,"X3","1"
"330",108,"X3","0"
"331",109,"X3","2"
"332",110,"X3","0"
"333",111,"X3","2"
"334",112,"X3","2"
"335",113,"X3","0"
"336",114,"X3","2"
"337",115,"X3","2"
"338",116,"X3","2"
"339",117,"X3","2"
"340",118,"X3","0"
"341",119,"X3","0"
"342",120,"X3","2"
"343",121,"X3","1"
"344",122,"X3","2"
"345",123,"X3","0"
"346",124,"X3","2"
"347",125,"X3","0"
"348",126,"X3","0"
"349",127,"X3","0"
"350",128,"X3","0"
"351",129,"X3","2"
"352",130,"X3","2"
"353",131,"X3","0"
"354",132,"X3","2"
"355",133,"X3","2"
"356",134,"X3","0"
"357",135,"X3","2"
"358",136,"X3","0"
"359",137,"X3","2"
"360",138,"X3","0"
"361",139,"X3","2"
"362",140,"X3","2"
"363",141,"X3","2"
"364",142,"X3","0"
"365",143,"X3","0"
"366",144,"X3","2"
"367",145,"X3","2"
"368",146,"X3","0"
"369",147,"X3","0"
"370",148,"X3","2"
"371",149,"X3","0"
"372",150,"X3","2"
"373",151,"X3","2"
"374",152,"X3","2"
"375",153,"X3","1"
"376",154,"X3","0"
"377",155,"X3","0"
"378",156,"X3","0"
"379",157,"X3","0"
"380",158,"X3","2"
"381",159,"X3","2"
"382",160,"X3","0"
"383",161,"X3","2"
"384",162,"X3","2"
"385",163,"X3","1"
"386",164,"X3","0"
"387",165,"X3","2"
"388",166,"X3","2"
"389",167,"X3","2"
"390",168,"X3","1"
"391",169,"X3","0"
"392",170,"X3","0"
"393",171,"X3","1"
"394",172,"X3","0"
"395",173,"X3","2"
"396",174,"X3","0"
"397",175,"X3","0"
"398",176,"X3","0"
"399",177,"X3","2"
"400",178,"X3","0"
"401",179,"X3","0"
"402",180,"X3","1"
"403",181,"X3","2"
"404",182,"X3","2"
"405",183,"X3","0"
"406",184,"X3","0"
"407",185,"X3","2"
"408",186,"X3","0"
"409",187,"X3","2"
"410",188,"X3","2"
"411",189,"X3","0"
"412",190,"X3","2"
"413",191,"X3","0"
"414",192,"X3","0"
"415",193,"X3","2"
"416",194,"X3","2"
"417",195,"X3","2"
"418",196,"X3","2"
"419",197,"X3","2"
"420",198,"X3","0"
"421",199,"X3","0"
"422",200,"X3","2"
"423",201,"X3","2"
"424",202,"X3","2"
"425",203,"X3","1"
"426",204,"X3","0"
"427",205,"X3","0"
"428",206,"X3","2"
"429",207,"X3","2"
"430",208,"X3","2"
"431",209,"X3","2"
"432",210,"X3","0"
"433",211,"X3","0"
"434",212,"X3","2"
"435",213,"X3","2"
"436",214,"X3","2"
"437",215,"X3","2"
"438",216,"X3","2"
"439",217,"X3","1"
"440",218,"X3","0"
"441",219,"X3","0"
"442",220,"X3","0"
"443",221,"X3","2"
"444",222,"X3","0"
"445",1,"X2","1"
"446",2,"X2","2"
"447",3,"X2","0"
"448",4,"X2","0"
"449",5,"X2","0"
"450",6,"X2","0"
"451",7,"X2","0"
"452",8,"X2","1"
"453",9,"X2","1"
"454",10,"X2","1"
"455",11,"X2","2"
"456",12,"X2","1"
"457",13,"X2","1"
"458",14,"X2","0"
"459",15,"X2","1"
"460",16,"X2","1"
"461",17,"X2","1"
"462",18,"X2","1"
"463",19,"X2","1"
"464",20,"X2","1"
"465",21,"X2","0"
"466",22,"X2","0"
"467",23,"X2","0"
"468",24,"X2","0"
"469",25,"X2","1"
"470",26,"X2","1"
"471",27,"X2","0"
"472",28,"X2","0"
"473",29,"X2","2"
"474",30,"X2","1"
"475",31,"X2","2"
"476",32,"X2","2"
"477",33,"X2","1"
"478",34,"X2","1"
"479",35,"X2","1"
"480",36,"X2","2"
"481",37,"X2","0"
"482",38,"X2","1"
"483",39,"X2","0"
"484",40,"X2","1"
"485",41,"X2","0"
"486",42,"X2","0"
"487",43,"X2","2"
"488",44,"X2","1"
"489",45,"X2","1"
"490",46,"X2","0"
"491",47,"X2","1"
"492",48,"X2","1"
"493",49,"X2","1"
"494",50,"X2","1"
"495",51,"X2","2"
"496",52,"X2","1"
"497",53,"X2","1"
"498",54,"X2","1"
"499",55,"X2","1"
"500",56,"X2","1"
"501",57,"X2","0"
"502",58,"X2","1"
"503",59,"X2","1"
"504",60,"X2","0"
"505",61,"X2","1"
"506",62,"X2","2"
"507",63,"X2","1"
"508",64,"X2","1"
"509",65,"X2","1"
"510",66,"X2","1"
"511",67,"X2","1"
"512",68,"X2","1"
"513",69,"X2","0"
"514",70,"X2","0"
"515",71,"X2","1"
"516",72,"X2","1"
"517",73,"X2","0"
"518",74,"X2","2"
"519",75,"X2","0"
"520",76,"X2","2"
"521",77,"X2","1"
"522",78,"X2","1"
"523",79,"X2","1"
"524",80,"X2","1"
"525",81,"X2","0"
"526",82,"X2","1"
"527",83,"X2","1"
"528",84,"X2","1"
"529",85,"X2","0"
"530",86,"X2","0"
"531",87,"X2","2"
"532",88,"X2","2"
"533",89,"X2","2"
"534",90,"X2","0"
"535",91,"X2","1"
"536",92,"X2","2"
"537",93,"X2","2"
"538",94,"X2","2"
"539",95,"X2","1"
"540",96,"X2","0"
"541",97,"X2","2"
"542",98,"X2","2"
"543",99,"X2","2"
"544",100,"X2","1"
"545",101,"X2","2"
"546",102,"X2","1"
"547",103,"X2","2"
"548",104,"X2","0"
"549",105,"X2","1"
"550",106,"X2","1"
"551",107,"X2","1"
"552",108,"X2","0"
"553",109,"X2","1"
"554",110,"X2","0"
"555",111,"X2","1"
"556",112,"X2","0"
"557",113,"X2","0"
"558",114,"X2","2"
"559",115,"X2","1"
"560",116,"X2","1"
"561",117,"X2","2"
"562",118,"X2","0"
"563",119,"X2","1"
"564",120,"X2","1"
"565",121,"X2","1"
"566",122,"X2","1"
"567",123,"X2","0"
"568",124,"X2","1"
"569",125,"X2","1"
"570",126,"X2","0"
"571",127,"X2","0"
"572",128,"X2","0"
"573",129,"X2","2"
"574",130,"X2","1"
"575",131,"X2","1"
"576",132,"X2","2"
"577",133,"X2","1"
"578",134,"X2","1"
"579",135,"X2","2"
"580",136,"X2","1"
"581",137,"X2","2"
"582",138,"X2","0"
"583",139,"X2","1"
"584",140,"X2","1"
"585",141,"X2","1"
"586",142,"X2","0"
"587",143,"X2","1"
"588",144,"X2","1"
"589",145,"X2","1"
"590",146,"X2","1"
"591",147,"X2","0"
"592",148,"X2","1"
"593",149,"X2","0"
"594",150,"X2","2"
"595",151,"X2","1"
"596",152,"X2","1"
"597",153,"X2","1"
"598",154,"X2","1"
"599",155,"X2","0"
"600",156,"X2","0"
"601",157,"X2","0"
"602",158,"X2","1"
"603",159,"X2","2"
"604",160,"X2","0"
"605",161,"X2","2"
"606",162,"X2","1"
"607",163,"X2","1"
"608",164,"X2","0"
"609",165,"X2","1"
"610",166,"X2","1"
"611",167,"X2","1"
"612",168,"X2","1"
"613",169,"X2","1"
"614",170,"X2","0"
"615",171,"X2","1"
"616",172,"X2","1"
"617",173,"X2","0"
"618",174,"X2","0"
"619",175,"X2","0"
"620",176,"X2","0"
"621",177,"X2","1"
"622",178,"X2","1"
"623",179,"X2","1"
"624",180,"X2","1"
"625",181,"X2","1"
"626",182,"X2","1"
"627",183,"X2","1"
"628",184,"X2","1"
"629",185,"X2","1"
"630",186,"X2","1"
"631",187,"X2","2"
"632",188,"X2","2"
"633",189,"X2","1"
"634",190,"X2","2"
"635",191,"X2","0"
"636",192,"X2","0"
"637",193,"X2","2"
"638",194,"X2","1"
"639",195,"X2","2"
"640",196,"X2","1"
"641",197,"X2","2"
"642",198,"X2","0"
"643",199,"X2","0"
"644",200,"X2","2"
"645",201,"X2","1"
"646",202,"X2","1"
"647",203,"X2","1"
"648",204,"X2","0"
"649",205,"X2","0"
"650",206,"X2","1"
"651",207,"X2","2"
"652",208,"X2","1"
"653",209,"X2","2"
"654",210,"X2","1"
"655",211,"X2","0"
"656",212,"X2","2"
"657",213,"X2","1"
"658",214,"X2","2"
"659",215,"X2","1"
"660",216,"X2","2"
"661",217,"X2","1"
"662",218,"X2","0"
"663",219,"X2","0"
"664",220,"X2","1"
"665",221,"X2","1"
"666",222,"X2","1"
"667",1,"X4","1"
"668",2,"X4","2"
"669",3,"X4","0"
"670",4,"X4","0"
"671",5,"X4","0"
"672",6,"X4","0"
"673",7,"X4","0"
"674",8,"X4","0"
"675",9,"X4","1"
"676",10,"X4","1"
"677",11,"X4","1"
"678",12,"X4","0"
"679",13,"X4","0"
"680",14,"X4","0"
"681",15,"X4","1"
"682",16,"X4","0"
"683",17,"X4","1"
"684",18,"X4","0"
"685",19,"X4","1"
"686",20,"X4","1"
"687",21,"X4","0"
"688",22,"X4","0"
"689",23,"X4","0"
"690",24,"X4","0"
"691",25,"X4","1"
"692",26,"X4","0"
"693",27,"X4","0"
"694",28,"X4","0"
"695",29,"X4","2"
"696",30,"X4","1"
"697",31,"X4","2"
"698",32,"X4","2"
"699",33,"X4","2"
"700",34,"X4","1"
"701",35,"X4","1"
"702",36,"X4","2"
"703",37,"X4","0"
"704",38,"X4","1"
"705",39,"X4","0"
"706",40,"X4","1"
"707",41,"X4","0"
"708",42,"X4","0"
"709",43,"X4","2"
"710",44,"X4","0"
"711",45,"X4","1"
"712",46,"X4","0"
"713",47,"X4","1"
"714",48,"X4","1"
"715",49,"X4","0"
"716",50,"X4","1"
"717",51,"X4","2"
"718",52,"X4","1"
"719",53,"X4","1"
"720",54,"X4","1"
"721",55,"X4","1"
"722",56,"X4","1"
"723",57,"X4","0"
"724",58,"X4","1"
"725",59,"X4","0"
"726",60,"X4","0"
"727",61,"X4","1"
"728",62,"X4","2"
"729",63,"X4","1"
"730",64,"X4","1"
"731",65,"X4","0"
"732",66,"X4","1"
"733",67,"X4","1"
"734",68,"X4","0"
"735",69,"X4","0"
"736",70,"X4","2"
"737",71,"X4","1"
"738",72,"X4","1"
"739",73,"X4","0"
"740",74,"X4","0"
"741",75,"X4","0"
"742",76,"X4","2"
"743",77,"X4","1"
"744",78,"X4","1"
"745",79,"X4","0"
"746",80,"X4","0"
"747",81,"X4","0"
"748",82,"X4","1"
"749",83,"X4","1"
"750",84,"X4","0"
"751",85,"X4","0"
"752",86,"X4","0"
"753",87,"X4","0"
"754",88,"X4","2"
"755",89,"X4","0"
"756",90,"X4","0"
"757",91,"X4","0"
"758",92,"X4","0"
"759",93,"X4","2"
"760",94,"X4","0"
"761",95,"X4","2"
"762",96,"X4","0"
"763",97,"X4","2"
"764",98,"X4","0"
"765",99,"X4","2"
"766",100,"X4","1"
"767",101,"X4","1"
"768",102,"X4","1"
"769",103,"X4","2"
"770",104,"X4","0"
"771",105,"X4","1"
"772",106,"X4","1"
"773",107,"X4","1"
"774",108,"X4","0"
"775",109,"X4","1"
"776",110,"X4","0"
"777",111,"X4","1"
"778",112,"X4","0"
"779",113,"X4","0"
"780",114,"X4","0"
"781",115,"X4","1"
"782",116,"X4","1"
"783",117,"X4","2"
"784",118,"X4","0"
"785",119,"X4","0"
"786",120,"X4","0"
"787",121,"X4","1"
"788",122,"X4","1"
"789",123,"X4","0"
"790",124,"X4","1"
"791",125,"X4","0"
"792",126,"X4","0"
"793",127,"X4","0"
"794",128,"X4","0"
"795",129,"X4","2"
"796",130,"X4","1"
"797",131,"X4","0"
"798",132,"X4","0"
"799",133,"X4","1"
"800",134,"X4","0"
"801",135,"X4","1"
"802",136,"X4","0"
"803",137,"X4","1"
"804",138,"X4","0"
"805",139,"X4","0"
"806",140,"X4","1"
"807",141,"X4","1"
"808",142,"X4","0"
"809",143,"X4","0"
"810",144,"X4","1"
"811",145,"X4","1"
"812",146,"X4","0"
"813",147,"X4","0"
"814",148,"X4","1"
"815",149,"X4","0"
"816",150,"X4","0"
"817",151,"X4","1"
"818",152,"X4","1"
"819",153,"X4","1"
"820",154,"X4","0"
"821",155,"X4","0"
"822",156,"X4","0"
"823",157,"X4","0"
"824",158,"X4","1"
"825",159,"X4","0"
"826",160,"X4","0"
"827",161,"X4","2"
"828",162,"X4","1"
"829",163,"X4","1"
"830",164,"X4","0"
"831",165,"X4","1"
"832",166,"X4","1"
"833",167,"X4","0"
"834",168,"X4","1"
"835",169,"X4","0"
"836",170,"X4","0"
"837",171,"X4","1"
"838",172,"X4","0"
"839",173,"X4","0"
"840",174,"X4","0"
"841",175,"X4","0"
"842",176,"X4","0"
"843",177,"X4","1"
"844",178,"X4","0"
"845",179,"X4","0"
"846",180,"X4","1"
"847",181,"X4","2"
"848",182,"X4","1"
"849",183,"X4","0"
"850",184,"X4","1"
"851",185,"X4","1"
"852",186,"X4","0"
"853",187,"X4","2"
"854",188,"X4","1"
"855",189,"X4","0"
"856",190,"X4","2"
"857",191,"X4","0"
"858",192,"X4","0"
"859",193,"X4","2"
"860",194,"X4","0"
"861",195,"X4","1"
"862",196,"X4","0"
"863",197,"X4","0"
"864",198,"X4","0"
"865",199,"X4","0"
"866",200,"X4","2"
"867",201,"X4","1"
"868",202,"X4","1"
"869",203,"X4","1"
"870",204,"X4","0"
"871",205,"X4","0"
"872",206,"X4","1"
"873",207,"X4","0"
"874",208,"X4","1"
"875",209,"X4","2"
"876",210,"X4","1"
"877",211,"X4","0"
"878",212,"X4","1"
"879",213,"X4","1"
"880",214,"X4","0"
"881",215,"X4","0"
"882",216,"X4","2"
"883",217,"X4","1"
"884",218,"X4","0"
"885",219,"X4","0"
"886",220,"X4","0"
"887",221,"X4","0"
"888",222,"X4","1"
"889",1,"X5","2"
"890",2,"X5","2"
"891",3,"X5","0"
"892",4,"X5","2"
"893",5,"X5","0"
"894",6,"X5","0"
"895",7,"X5","0"
"896",8,"X5","2"
"897",9,"X5","1"
"898",10,"X5","2"
"899",11,"X5","2"
"900",12,"X5","0"
"901",13,"X5","0"
"902",14,"X5","2"
"903",15,"X5","2"
"904",16,"X5","2"
"905",17,"X5","1"
"906",18,"X5","2"
"907",19,"X5","2"
"908",20,"X5","2"
"909",21,"X5","0"
"910",22,"X5","2"
"911",23,"X5","2"
"912",24,"X5","0"
"913",25,"X5","2"
"914",26,"X5","2"
"915",27,"X5","2"
"916",28,"X5","0"
"917",29,"X5","2"
"918",30,"X5","2"
"919",31,"X5","2"
"920",32,"X5","2"
"921",33,"X5","2"
"922",34,"X5","2"
"923",35,"X5","2"
"924",36,"X5","2"
"925",37,"X5","0"
"926",38,"X5","1"
"927",39,"X5","2"
"928",40,"X5","2"
"929",41,"X5","2"
"930",42,"X5","0"
"931",43,"X5","2"
"932",44,"X5","2"
"933",45,"X5","2"
"934",46,"X5","0"
"935",47,"X5","1"
"936",48,"X5","2"
"937",49,"X5","0"
"938",50,"X5","2"
"939",51,"X5","2"
"940",52,"X5","0"
"941",53,"X5","0"
"942",54,"X5","2"
"943",55,"X5","2"
"944",56,"X5","2"
"945",57,"X5","0"
"946",58,"X5","1"
"947",59,"X5","2"
"948",60,"X5","2"
"949",61,"X5","2"
"950",62,"X5","2"
"951",63,"X5","2"
"952",64,"X5","1"
"953",65,"X5","2"
"954",66,"X5","2"
"955",67,"X5","1"
"956",68,"X5","2"
"957",69,"X5","0"
"958",70,"X5","0"
"959",71,"X5","2"
"960",72,"X5","2"
"961",73,"X5","2"
"962",74,"X5","2"
"963",75,"X5","2"
"964",76,"X5","1"
"965",77,"X5","2"
"966",78,"X5","2"
"967",79,"X5","2"
"968",80,"X5","2"
"969",81,"X5","2"
"970",82,"X5","2"
"971",83,"X5","2"
"972",84,"X5","2"
"973",85,"X5","0"
"974",86,"X5","0"
"975",87,"X5","2"
"976",88,"X5","2"
"977",89,"X5","2"
"978",90,"X5","0"
"979",91,"X5","2"
"980",92,"X5","2"
"981",93,"X5","2"
"982",94,"X5","2"
"983",95,"X5","2"
"984",96,"X5","2"
"985",97,"X5","2"
"986",98,"X5","2"
"987",99,"X5","2"
"988",100,"X5","1"
"989",101,"X5","2"
"990",102,"X5","2"
"991",103,"X5","2"
"992",104,"X5","0"
"993",105,"X5","2"
"994",106,"X5","2"
"995",107,"X5","1"
"996",108,"X5","0"
"997",109,"X5","1"
"998",110,"X5","2"
"999",111,"X5","1"
"1000",112,"X5","2"
"1001",113,"X5","2"
"1002",114,"X5","2"
"1003",115,"X5","2"
"1004",116,"X5","2"
"1005",117,"X5","2"
"1006",118,"X5","2"
"1007",119,"X5","1"
"1008",120,"X5","2"
"1009",121,"X5","1"
"1010",122,"X5","2"
"1011",123,"X5","0"
"1012",124,"X5","2"
"1013",125,"X5","0"
"1014",126,"X5","0"
"1015",127,"X5","0"
"1016",128,"X5","0"
"1017",129,"X5","2"
"1018",130,"X5","2"
"1019",131,"X5","2"
"1020",132,"X5","2"
"1021",133,"X5","2"
"1022",134,"X5","2"
"1023",135,"X5","2"
"1024",136,"X5","0"
"1025",137,"X5","2"
"1026",138,"X5","2"
"1027",139,"X5","2"
"1028",140,"X5","2"
"1029",141,"X5","2"
"1030",142,"X5","2"
"1031",143,"X5","2"
"1032",144,"X5","2"
"1033",145,"X5","2"
"1034",146,"X5","0"
"1035",147,"X5","2"
"1036",148,"X5","2"
"1037",149,"X5","0"
"1038",150,"X5","2"
"1039",151,"X5","2"
"1040",152,"X5","2"
"1041",153,"X5","1"
"1042",154,"X5","0"
"1043",155,"X5","0"
"1044",156,"X5","0"
"1045",157,"X5","0"
"1046",158,"X5","2"
"1047",159,"X5","2"
"1048",160,"X5","0"
"1049",161,"X5","2"
"1050",162,"X5","2"
"1051",163,"X5","2"
"1052",164,"X5","2"
"1053",165,"X5","2"
"1054",166,"X5","2"
"1055",167,"X5","2"
"1056",168,"X5","1"
"1057",169,"X5","2"
"1058",170,"X5","0"
"1059",171,"X5","1"
"1060",172,"X5","0"
"1061",173,"X5","2"
"1062",174,"X5","0"
"1063",175,"X5","0"
"1064",176,"X5","0"
"1065",177,"X5","0"
"1066",178,"X5","2"
"1067",179,"X5","2"
"1068",180,"X5","1"
"1069",181,"X5","2"
"1070",182,"X5","1"
"1071",183,"X5","2"
"1072",184,"X5","1"
"1073",185,"X5","2"
"1074",186,"X5","0"
"1075",187,"X5","2"
"1076",188,"X5","2"
"1077",189,"X5","2"
"1078",190,"X5","2"
"1079",191,"X5","0"
"1080",192,"X5","0"
"1081",193,"X5","2"
"1082",194,"X5","2"
"1083",195,"X5","2"
"1084",196,"X5","2"
"1085",197,"X5","2"
"1086",198,"X5","0"
"1087",199,"X5","0"
"1088",200,"X5","2"
"1089",201,"X5","2"
"1090",202,"X5","2"
"1091",203,"X5","1"
"1092",204,"X5","0"
"1093",205,"X5","0"
"1094",206,"X5","2"
"1095",207,"X5","2"
"1096",208,"X5","2"
"1097",209,"X5","2"
"1098",210,"X5","0"
"1099",211,"X5","0"
"1100",212,"X5","2"
"1101",213,"X5","1"
"1102",214,"X5","2"
"1103",215,"X5","2"
"1104",216,"X5","2"
"1105",217,"X5","1"
"1106",218,"X5","0"
"1107",219,"X5","0"
"1108",220,"X5","1"
"1109",221,"X5","2"
"1110",222,"X5","2"
